"";"test";"2012";"2013";"2014";"2015";"2016"
"2039";"UHS.adjclose";47,131248;80,141403;110,059296;118,578583;105,915787
"2040";"UHS.volume";15866000;13675400;15607900;13122000;40018800
"2041";"UNH.open";54,560001;73,639999;98,75;113,529999;159,119995
"2042";"UNH.high";55,82;75,540001;104;121,089996;164
"2043";"UNH.low";53,279999;70,199997;95,75;113,050003;156,229996
"2044";"UNH.close";54,240002;75,300003;101,089996;117,639999;160,039993
"2045";"UNH.adjclose";49,678074;70,07962;95,631874;113,043266;157,137009
"2046";"UNH.volume";94058200;87821400;82445400;76066500;76132500
"2047";"UNM.open";20,51;33,560001;33,02;36,900002;42,599998
"2048";"UNM.high";21,35;35,400002;35,77;37,259998;45,009998
"2049";"UNM.low";20,35;33,139999;31,57;31,91;42,470001
"2050";"UNM.close";20,82;35,080002;34,880001;33,290001;43,93
"2051";"UNM.adjclose";18,752495;32,224056;32,631207;31,797287;42,977047
"2052";"UNM.volume";38431900;34109800;52459200;31497500;33845800
"2053";"UPS.open";73,5;102,139999;110,300003;103,459999;116,040001
"2054";"UPS.high";76,199997;105,370003;113,099998;104,5;120,440002
"2055";"UPS.low";71,959999;100,650002;106,470001;95,82;114,360001
"2056";"UPS.close";73,730003;105,080002;111,169998;96,230003;114,639999
"2057";"UPS.adjclose";63,359795;92,835175;100,883057;89,86116;110,274811
"2058";"UPS.volume";71280400;59003800;72327900;75628600;51481600
"2059";"USB.open";32,349998;39,290001;44,150002;44,139999;49,810001
"2060";"USB.high";32,66;40,830002;46,099998;44,580002;52,68
"2061";"USB.low";31,280001;38,299999;43,02;41,84;49,630001
"2062";"USB.close";31,940001;40,400002;44,950001;42,669998;51,369999
"2063";"USB.adjclose";28,080214;36,401272;41,426697;40,237507;49,687149
"2064";"USB.volume";217315600;170916900;145977900;140230700;146903000
"2065";"UTX.open";80,730003;111,169998;109,059998;96,040001;108
"2066";"UTX.high";83,639999;113,940002;118,019997;97,769997;111,690002
"2067";"UTX.low";79,339996;105,900002;108,699997;91,629997;107,07
"2068";"UTX.close";82,010002;113,800003;115;96,07;109,620003
"2069";"UTX.adjclose";72,561043;102,93663;106,263885;90,909729;106,491859
"2070";"UTX.volume";80142300;58083600;91296700;127150300;65431800
"2071";"V.open";37,5;51,025002;64,067497;79,529999;77,57
"2072";"V.high";38,127499;55,68;67,330002;80,489998;80,389999
"2073";"V.low";36,525002;49,857498;63,087502;75,519997;75,169998
"2074";"V.close";37,895;55,669998;65,550003;77,550003;78,019997
"2075";"V.adjclose";34,552708;52,373657;63,556374;76,134552;77,336952
"2076";"V.volume";216124800;281645600;197323300;196542500;244420700
"2077";"VFC.open";40,435001;59,047501;74,32;64,779999;54,880001
"2078";"VFC.high";40,577499;62,5;75,989998;66,300003;57,830002
"2079";"VFC.low";36,5275;57,139999;71,269997;61,389999;53,099998
"2080";"VFC.close";37,7425;62,34;74,900002;62,25;53,349998
"2081";"VFC.adjclose";31,032753;55,596786;68,882133;58,262974;51,121418
"2082";"VFC.volume";59674400;62364300;29127300;55298900;61320100
"2083";"VIA.open";52,599998;81;75,660004;52,049999;41,75
"2084";"VIA.high";55,41;88,199997;78,080002;52,240002;43,349998
"2085";"VIA.low";51,299999;80,650002;71,790001;41,299999;38,049999
"2086";"VIA.close";54,27;87,769997;75,5;43,990002;38,5
"2087";"VIA.adjclose";47,955219;79,32209;69,259544;41,335526;37,332844
"2088";"VIA.volume";625600;484700;568300;1564600;1688100
"2089";"VLO.open";29,552103;45,919998;48,200001;72,480003;61,5
"2090";"VLO.high";31,526508;50,540001;52,099998;73,699997;69,849998
"2091";"VLO.low";28,299818;44,529999;45,349998;65,040001;60,41
"2092";"VLO.close";31,188299;50,400002;49,5;70,709999;68,32
"2093";"VLO.adjclose";26,613659;43,911919;44,02121;64,634254;65,060661
"2094";"VLO.volume";158672800;187447500;169584100;125211900;98692000
"2095";"VMW.open";90,32;80,489998;87,559998;61,470001;81,139999
"2096";"VMW.high";99,550003;90,910004;88,239998;62,82;83
"2097";"VMW.low";88,050003;78,860001;75,849998;55,459999;76,809998
"2098";"VMW.close";94,139999;89,709999;82,519997;56,57;78,730003
"2099";"VMW.adjclose";94,139999;89,709999;82,519997;56,57;78,730003
"2100";"VMW.volume";28287800;41461500;32704100;33612300;30953500
"2101";"VNO.open";56,15097;64,198669;81,471947;78,746971;79,054161
"2102";"VNO.high";58,638439;66,656868;87,961372;82,376717;104,620003
"2103";"VNO.low";54,885288;63,525585;81,142723;77,372673;78,383186
"2104";"VNO.close";58,587227;64,959541;86,117714;80,808411;103,220001
"2105";"VNO.adjclose";47,764931;56,206055;77,462242;74,951744;98,969246
"2106";"VNO.volume";24973500;24896700;23704900;18354700;22006100
"2107";"VRSK.open";49,790001;64,82;61,98;75,32;83,230003
"2108";"VRSK.high";51,369999;67,339996;65,629997;79,040001;83,949997
"2109";"VRSK.low";48,25;64,040001;61,700001;73,839996;80,900002
"2110";"VRSK.close";50,970001;65,720001;64,050003;76,879997;81,169998
"2111";"VRSK.adjclose";50,970001;65,720001;64,050003;76,879997;81,169998
"2112";"VRSK.volume";21718000;14755500;15827300;24573200;15756700
"2113";"VRTX.open";39,82;69,599998;117,889999;131;81,849998
"2114";"VRTX.high";44,389999;74,699997;124,349998;132,809998;82,529999
"2115";"VRTX.low";38,669998;63,650002;108,699997;113,730003;71,459999
"2116";"VRTX.close";41,900002;74,300003;118,800003;125,830002;73,669998
"2117";"VRTX.adjclose";41,900002;74,300003;118,800003;125,830002;73,669998
"2118";"VRTX.volume";37178700;31288100;37246100;33703500;42178600
"2119";"VTR.open";72,958778;64,885231;81,489098;53,68;59,860001
"2120";"VTR.high";74,763046;66,620987;85,828484;56,950001;63,900002
"2121";"VTR.low";71,508507;62,681282;80,404251;51,790001;57,970001
"2122";"VTR.close";73,906586;65,41053;81,877357;56,43;62,52
"2123";"VTR.adjclose";57,984715;53,117828;69,276192;49,845131;57,899166
"2124";"VTR.volume";23567800;34937800;48585200;55884300;47439100
"2125";"VZ.open";44,470001;49,66;50,68;45,509998;49,799999
"2126";"VZ.high";44,939999;49,790001;50,84;47,23;53,900002
"2127";"VZ.low";42,490002;47,450001;45,09;44,330002;49,310001
"2128";"VZ.close";43,27;49,139999;46,779999;46,220001;53,380001
"2129";"VZ.adjclose";33,696156;39,964626;39,745796;41,184525;49,709026
"2130";"VZ.volume";239689900;236601200;419728200;293399200;254549200
"2131";"WAT.open";84,730003;99,57;115,449997;133,330002;134,440002
"2132";"WAT.high";89,510002;100,849998;117,57;136,949997;141,929993
"2133";"WAT.low";83,589996;94,5;110,849998;126,879997;133,350006
"2134";"WAT.close";87,120003;100;112,720001;134,580002;134,389999
"2135";"WAT.adjclose";87,120003;100;112,720001;134,580002;134,389999
"2136";"WAT.volume";9552300;10052200;8961100;9479900;10838700
"2137";"WBA.open";33,939999;59,330002;68,290001;84,43;84,830002
"2138";"WBA.high";37,75;59,689999;77,980003;87,050003;88
"2139";"WBA.low";1;54,860001;66,459999;81,029999;82,419998
"2140";"WBA.close";37,009998;57,439999;76,199997;85,160004;82,760002
"2141";"WBA.adjclose";33,348938;53,004967;71,733727;81,5;80,674606
"2142";"WBA.volume";148423500;122663500;137961700;87715500;76273800
"2143";"WDAY.open";50,099998;82,199997;86,620003;83,949997;84,43
"2144";"WDAY.high";57,099998;83,449997;86,75;85,489998;84,839996
"2145";"WDAY.low";47,740002;77,099998;78,089996;77,489998;65,790001
"2146";"WDAY.close";54,5;83,160004;81,610001;79,68;66,089996
"2147";"WDAY.adjclose";54,5;83,160004;81,610001;79,68;66,089996
"2148";"WDAY.volume";10128300;20068000;34023800;19221300;70317800
"2149";"WDC.open";33,59;74,449997;103,099998;62,43;63,869999
"2150";"WDC.high";42,75;84,699997;114,690002;64,730003;72,010002
"2151";"WDC.low";33,200001;74,379997;101,330002;57,939999;60,779999
"2152";"WDC.close";42,490002;83,900002;110,699997;60,049999;67,949997
"2153";"WDC.adjclose";37,219227;74,965538;100,459114;55,723255;65,539375
"2154";"WDC.volume";93089700;43953300;41897600;66756700;90078500
"2155";"WFC.open";33,18;44,110001;54,419998;55,509998;53,130001
"2156";"WFC.high";35,189999;45,639999;55,950001;56,240002;58,02
"2157";"WFC.low";32,41;43,209999;52,73;52,75;53,060001
"2158";"WFC.close";34,18;45,400002;54,82;54,360001;55,110001
"2159";"WFC.adjclose";29,462702;40,279877;49,990574;50,911442;53,272697
"2160";"WFC.volume";465866000;325412900;356501200;340263600;514036700
"2161";"WHR.open";102,260002;153,009995;186,270004;163,649994;161,899994
"2162";"WHR.high";104,209999;159,220001;196,710007;164,610001;185,240005
"2163";"WHR.low";96,550003;146,220001;172,850006;142,179993;161,300003
"2164";"WHR.close";101,75;156,860001;193,740005;146,869995;181,770004
"2165";"WHR.adjclose";90,986023;142,908249;179,823639;139,005341;176,105026
"2166";"WHR.volume";20739700;14967100;20741600;19604500;17981400
"2167";"WM.open";32,68;45,27;48,73;54,049999;69,620003
"2168";"WM.high";34,450001;45,360001;51,950001;54,57;71,779999
"2169";"WM.low";32,34;42,950001;48,290001;51,080002;68,839996
"2170";"WM.close";33,740002;44,869999;51,32;53,369999;70,910004
"2171";"WM.adjclose";28,960571;39,598137;46,834728;50,200737;68,959572
"2172";"WM.volume";74022400;44761500;53625900;46851100;38374200
"2173";"WMB.open";33;35,34;51,349998;36,689999;31,24
"2174";"WMB.high";33,139999;38,68;51,720001;36,970001;32,209999
"2175";"WMB.low";30,59;33,98;41,209999;20,950001;28,790001
"2176";"WMB.close";32,740002;38,57;44,939999;25,700001;31,139999
"2177";"WMB.adjclose";24,56567;30,141775;36,525517;21,972122;29,328463
"2178";"WMB.volume";162386700;169368500;242543100;328298500;156453300
"2179";"WMT.open";72,110001;80,889999;86,720001;59,130001;70,25
"2180";"WMT.high";72,699997;81,370003;87,440002;61,869999;72,480003
"2181";"WMT.low";67,370003;76,809998;82,650002;58,32;68,830002
"2182";"WMT.close";68,230003;78,690002;85,879997;61,299999;69,120003
"2183";"WMT.adjclose";59,194603;69,927139;78,246353;57,245392;66,502914
"2184";"WMT.volume";198433700;117743800;138945800;226802600;162308500
"2185";"WU.open";12,72;16,74;18,530001;18,969999;21,059999
"2186";"WU.high";14;17,360001;18,610001;19,299999;22,26
"2187";"WU.low";12,5;16,290001;16,950001;17,75;20,440001
"2188";"WU.close";13,61;17,25;17,91;17,91;21,719999
"2189";"WU.adjclose";11,379384;14,89654;15,937233;16,432781;20,601931
"2190";"WU.volume";172602700;116201700;97381000;85466500;77353800
"2191";"WY.open";27,620001;30,1;35,290001;32,369999;30,83
"2192";"WY.high";28,52;31,709999;36,880001;32,720001;33,279999
"2193";"WY.low";26,42;29,01;34,68;29,27;29,809999
"2194";"WY.close";27,82;31,57;35,889999;29,98;30,09
"2195";"WY.adjclose";23,104803;26,948067;31,622501;27,473555;28,731583
"2196";"WY.volume";76632900;79383800;71544300;79005700;79192400
"2197";"WYN.open";49,599998;71,68;83;76,470001;72,400002
"2198";"WYN.high";53,610001;74,18;87,120003;77,550003;78,18
"2199";"WYN.low";49,119999;69,870003;81,370003;70,120003;72,120003
"2200";"WYN.close";53,209999;73,690002;85,760002;72,650002;76,370003
"2201";"WYN.adjclose";47,41116;66,882553;79,267128;68,564911;74,123306
"2202";"WYN.volume";25901900;20871100;19696100;22788600;17125800
"2203";"XEC.open";60,310001;96,18;103,980003;119,160004;141,059998
"2204";"XEC.high";61,400002;105,779999;114,730003;122,410004;146,960007
"2205";"XEC.low";55,740002;94,110001;96,019997;85;135,100006
"2206";"XEC.close";57,73;104,910004;106;89,379997;135,899994
"2207";"XEC.adjclose";56,296803;103,016243;104,620316;88,713799;135,418213
"2208";"XEC.volume";14560300;17602600;35711100;35475300;15334300
"2209";"XEL.open";27,09;28,09;33,560001;35,799999;38,790001
"2210";"XEL.high";27,66;28,559999;37,580002;36,720001;41,200001
"2211";"XEL.low";26,09;27,51;33,490002;34,330002;38,220001
"2212";"XEL.close";26,709999;27,940001;35,919998;35,91;40,700001
"2213";"XEL.adjclose";21,924789;23,850685;31,888098;33,093254;38,792839
"2214";"XEL.volume";47005200;87079500;67374400;85389000;48288300
"2215";"XLNX.open";34,830002;44,25;45,330002;49,869999;54,110001
"2216";"XLNX.high";36,439999;46;47,299999;50,720001;62,240002
"2217";"XLNX.low";34,009998;42,880001;42,34;46,400002;52,540001
"2218";"XLNX.close";35,860001;45,919998;43,290001;46,970001;60,369999
"2219";"XLNX.adjclose";31,456303;41,233303;39,871105;44,512161;58,779003
"2220";"XLNX.volume";41247100;45072700;80645900;46870700;64498900
"2221";"XOM.open";88,550003;93,269997;90,360001;81,760002;87,980003
"2222";"XOM.high";90,370003;101,739998;95,330002;82,129997;93,220001
"2223";"XOM.low";84,699997;92,919998;86,190002;73,790001;86,599998
"2224";"XOM.close";86,550003;101,199997;92,449997;77,949997;90,260002
"2225";"XOM.adjclose";72,956024;87,633614;82,326553;71,795525;86,069984
"2226";"XOM.volume";282441200;269290800;400812400;366428700;219180900
"2227";"XRX.open";18,076416;29,960474;36,62714;27,878788;24,743084
"2228";"XRX.high";18,998682;32,358368;37,839264;28,801054;25,7444
"2229";"XRX.low";17,444006;28,959156;34,703556;25,559948;22,89855
"2230";"XRX.close";17,971014;32,068512;36,52174;28,01054;23,003952
"2231";"XRX.adjclose";16,766685;30,203213;34,660568;26,81806;22,278965
"2232";"XRX.volume";75368200;66049000;54756300;129278100;288514000
"2233";"YUM.open";48,253056;55,758446;54,356579;52,624012;63,439999
"2234";"YUM.high";50,575127;56,484543;56,484543;55,097054;65,32
"2235";"YUM.low";45,34148;51,222141;49,604603;50,668583;62,32
"2236";"YUM.close";47,735443;54,356579;52,372395;52,516174;63,330002
"2237";"YUM.adjclose";41,448723;48,528484;48,110622;49,741814;61,966103
"2238";"YUM.volume";131434500;73496800;116595700;105094600;43885000
"2239";"ZBH.open";66,220001;91,239998;112,190002;102,010002;101,790001
"2240";"ZBH.high";69,089996;93,699997;116,139999;103,519997;106,980003
"2241";"ZBH.low";65,139999;89,580002;108,769997;98,080002;99,110001
"2242";"ZBH.close";66,660004;93,190002;113,419998;102,589996;103,199997
"2243";"ZBH.adjclose";63,522022;89,7379;110,181282;100,469177;101,919868
"2244";"ZBH.volume";21906200;19442600;18561000;22948000;31233000
