Companies;YearFinancialIndicator;ROA;TobinsQ;ROE;YearNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;Green Revenue;SustainabilityPayLink;SustainableThemedCommitment;AuditScore;FirmSize;Leverage;NetMargin;Industry
210;2013;0,05;2,19;0,16;2014;0,41;0,79;0,42;0,11;0,00;0,04;1;1;1;10,95;2,15;0,04;2,00
210;2014;0,05;2,20;0,17;2015;0,66;0,09;0,11;0,09;0,10;0,07;1;1;1;10,96;2,69;0,04;2,00
210;2015;0,05;2,31;0,20;2016;0,52;0,01;0,03;0,10;0,12;0,07;1;1;1;10,95;3,54;0,04;2,00
211;2013;0,08;;0,22;2014;0,31;0,53;0,17;0,00;0,00;0,78;0;1;0;10,41;0,63;0,15;2,00
211;2014;0,08;;0,27;2015;0,36;0,08;0,00;0,00;0,00;0,13;1;1;0;10,48;1,11;0,17;2,00
211;2015;0,11;;0,28;2016;0,41;0,10;0,03;0,00;0,00;0,13;1;1;0;10,50;0,45;0,19;2,00
212;2013;0,06;0,84;0,33;2014;0,45;0,28;0,25;0,25;0,43;0,37;1;1;1;10,18;1,43;0,02;1,00
212;2014;0,06;0,76;0,32;2015;0,51;0,08;0,04;0,02;0,06;0,11;1;1;1;10,18;1,83;0,02;1,00
212;2015;0,06;0,63;0,35;2016;0,53;0,10;0,06;0,00;0,06;0,11;1;1;1;10,17;1,43;0,02;1,00
213;2013;0,07;2,06;0,16;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,87;0,33;0,05;6,00
213;2014;0,06;1,94;0,14;2015;0,18;0,00;0,00;0,00;0,00;0,18;0;0;0;9,91;0,32;0,04;6,00
213;2015;0,05;1,24;0,13;2016;0,19;0,00;0,01;0,00;0,00;0,18;0;0;0;9,92;0,33;0,04;6,00
214;2013;0,05;0,24;0,11;2014;0,18;0,00;0,00;0,00;0,00;0,38;1;0;0;10,90;0,55;0,15;4,00
214;2014;0,07;0,16;0,14;2015;0,22;0,00;0,00;0,00;0,00;0,12;1;0;0;10,89;0,49;0,19;4,00
214;2015;0,06;0,14;0,12;2016;0,25;0,00;0,03;0,00;0,00;0,12;1;0;0;10,88;0,52;0,20;4,00
215;2013;0,14;3,33;-0,98;2014;0,24;0,15;0,16;0,00;0,00;0,20;1;0;1;9,82;-6,07;0,09;1,00
215;2014;0,16;3,47;-1,77;2015;0,29;0,00;0,04;0,00;0,00;0,10;1;0;1;9,85;-11,46;0,10;1,00
215;2015;0,11;4,00;-2,54;2016;0,32;0,00;0,06;0,00;0,00;0,11;1;0;1;9,90;-8,76;0,07;1,00
216;2013;0,09;1,44;0,22;2014;0,18;0,00;0,00;0,00;0,00;0,89;0;0;0;9,84;1,16;0,10;5,00
216;2014;0,07;1,51;0,19;2015;0,14;0,00;0,00;0,00;0,00;0,14;0;0;0;9,86;0,95;0,09;5,00
216;2015;0,03;1,24;0,09;2016;0,18;0,00;0,04;0,00;0,00;0,14;0;0;0;10,15;1,21;0,05;5,00
217;2013;0,05;0,77;0,13;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,15;0,61;0,06;6,00
217;2014;0,05;0,82;0,11;2015;0,07;0,00;0,00;0,00;0,00;0,02;0;0;1;10,14;0,75;0,05;6,00
217;2015;-0,02;0,92;-0,05;2016;0,17;0,00;0,04;0,00;0,00;0,08;0;0;1;10,08;0,72;-0,03;6,00
218;2013;0,20;;0,41;2014;0,31;0,39;0,33;0,00;0,00;1,00;0;0;0;9,36;0,93;0,32;7,00
218;2014;0,27;;0,37;2015;0,17;0,00;0,04;0,00;0,00;0,13;0;0;0;9,24;0,82;0,35;7,00
218;2015;0,28;;0,33;2016;0,18;0,00;0,05;0,00;0,00;0,13;0;0;0;9,28;0,89;0,35;7,00
219;2013;0,14;1,62;0,29;2014;0,30;0,27;0,18;0,30;0,35;0,19;0;1;1;10,55;0,24;0,20;5,00
219;2014;0,07;2,20;0,14;2015;0,49;0,12;0,03;0,00;0,00;0,14;1;1;1;10,57;0,35;0,12;5,00
219;2015;0,07;2,72;0,16;2016;0,44;0,03;0,03;0,04;0,02;0,14;1;1;1;10,55;0,55;0,12;5,00
220;2013;0,08;1,43;1,20;2014;0,58;0,49;0,56;0,63;0,87;0,00;1;1;1;10,56;1,25;0,07;6,00
220;2014;0,10;1,78;0,85;2015;0,61;0,08;0,09;0,06;0,13;0,05;1;1;1;10,57;1,81;0,08;6,00
220;2015;0,09;1,62;1,11;2016;0,64;0,08;0,09;0,08;0,11;0,08;1;1;1;10,69;4,62;0,08;6,00
221;2013;0,01;0,08;0,09;2014;0,16;0,00;0,00;0,00;0,00;0,82;0;0;0;11,37;0,40;0,10;4,00
221;2014;0,01;0,08;0,10;2015;0,37;0,03;0,07;0,00;0,00;0,16;1;0;0;11,40;0,33;0,11;4,00
221;2015;0,00;0,08;0,08;2016;0,42;0,03;0,08;0,04;0,01;0,16;1;0;0;11,40;0,41;0,09;4,00
222;2013;-0,07;1,60;-1,47;2014;0,15;0,00;0,00;0,00;0,00;0,76;0;0;0;9,99;36,60;-1,90;3,00
222;2014;-0,05;1,94;3,55;2015;0,01;0,00;0,00;0,00;0,00;0,01;0;0;0;10,10;-59,73;-2,04;3,00
222;2015;-0,06;1,28;2,17;2016;0,02;0,00;0,01;0,00;0,00;0,01;0;0;0;10,27;-18,40;-3,60;3,00
223;2013;0,07;1,78;0,17;2014;0,10;0,12;0,13;0,00;0,00;0,33;0;0;0;10,53;0,80;0,04;1,00
223;2014;0,08;1,92;0,23;2015;0,11;0,00;0,01;0,00;0,00;0,10;0;0;0;10,53;1,01;0,05;1,00
223;2015;0,09;2,35;0,33;2016;0,13;0,00;0,01;0,00;0,02;0,10;0;0;0;10,53;1,38;0,05;1,00
224;2013;0,09;;0,15;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,88;0,17;0,15;7,00
224;2014;0,09;;0,16;2015;0,22;0,00;0,00;0,00;0,09;0,13;0;0;0;9,91;0,25;0,14;7,00
224;2015;0,01;;0,02;2016;0,21;0,00;0,08;0,00;0,00;0,13;0;0;0;9,99;0,27;0,02;7,00
225;2013;0,00;;-0,01;2014;0,05;0,00;0,00;0,00;0,00;0,00;0;0;1;9,85;0,25;-0,01;1,00
225;2014;0,00;0,31;-0,02;2015;0,21;0,00;0,00;0,00;0,00;0,16;0;0;1;9,87;0,74;-0,02;1,00
225;2015;-0,01;0,32;-0,05;2016;0,27;0,00;0,06;0,00;0,00;0,16;0;0;1;9,86;0,77;-0,03;1,00
226;2013;0,01;0,86;0,03;2014;0,49;0,10;0,19;0,91;0,75;0,46;0;1;1;10,29;0,51;0,04;6,00
226;2014;0,01;1,67;0,03;2015;0,38;0,03;0,04;0,11;0,00;0,10;0;1;1;10,31;0,54;0,04;6,00
226;2015;0,00;1,59;0,01;2016;0,43;0,06;0,07;0,10;0,00;0,10;0;1;1;10,33;0,54;0,02;6,00
227;2013;0,10;3,15;0,31;2014;0,67;0,36;0,61;0,69;0,49;0,72;1;1;1;10,36;1,22;0,17;1,00
227;2014;0,13;2,41;0,38;2015;0,60;0,09;0,10;0,08;0,07;0,07;1;1;1;10,35;1,37;0,19;1,00
227;2015;0,09;2,06;0,28;2016;0,65;0,10;0,11;0,08;0,09;0,08;1;1;1;10,32;1,37;0,17;1,00
228;2013;0,04;1,49;0,11;2014;0,43;0,17;0,20;0,34;0,34;0,60;1;1;0;10,44;0,30;0,04;8,00
228;2014;0,06;1,62;0,16;2015;0,42;0,04;0,06;0,09;0,02;0,06;1;1;0;10,39;0,36;0,06;8,00
228;2015;0,10;1,78;0,31;2016;0,42;0,05;0,05;0,09;0,02;0,06;1;1;0;10,36;0,35;0,11;8,00
229;2013;0,15;0,97;0,32;2014;0,03;0,00;0,00;0,00;0,00;0,17;0;0;0;10,35;0,46;0,09;1,00
229;2014;0,16;1,11;0,41;2015;0,22;0,00;0,00;0,00;0,00;0,12;1;0;0;10,35;0,81;0,09;1,00
229;2015;0,19;0,98;0,61;2016;0,24;0,00;0,02;0,00;0,00;0,12;1;0;0;10,34;1,17;0,14;1,00
230;2013;0,07;9,05;0,24;2014;0,37;0,69;0,54;0,00;0,00;0,65;0;1;0;10,15;1,24;0,05;7,00
230;2014;0,07;6,26;0,26;2015;0,40;0,12;0,13;0,00;0,00;0,10;0;1;0;10,19;1,33;0,06;7,00
230;2015;0,06;6,60;0,27;2016;0,26;0,00;0,11;0,00;0,00;0,10;0;1;0;10,21;1,79;0,05;7,00
231;2013;0,24;1,45;0,43;2014;0,23;0,13;0,05;0,00;0,00;1,00;0;0;0;9,96;1,36;0,37;4,00
231;2014;0,24;1,52;0,55;2015;0,23;0,02;0,01;0,00;0,02;0,13;0;0;1;10,12;0,22;0,38;4,00
231;2015;0,25;1,62;0,61;2016;0,28;0,01;0,04;0,00;0,04;0,13;0;0;1;10,05;0,55;0,39;4,00
232;2013;0,05;2,74;0,13;2014;0,24;0,16;0,20;0,15;0,00;0,31;0;1;1;9,83;1,36;0,41;1,00
232;2014;0,16;3,95;0,39;2015;0,36;0,04;0,04;0,02;0,00;0,12;1;0;1;9,84;1,12;1,36;1,00
232;2015;0,04;3,76;0,09;2016;0,36;0,03;0,04;0,02;0,00;0,12;1;0;1;9,78;1,12;0,38;1,00
233;2013;0,10;1,25;0,63;2014;0,64;0,63;0,37;0,80;0,35;0,85;1;0;1;9,84;6,39;0,05;6,00
233;2014;0,11;1,28;1,17;2015;0,63;0,10;0,12;0,12;0,02;0,12;1;0;1;9,86;3,16;0,05;6,00
233;2015;0,14;1,91;0,90;2016;0,33;0,00;0,06;0,00;0,00;0,12;1;0;1;9,75;-25,24;0,06;6,00
234;2013;0,04;2,39;0,65;2014;0,20;0,36;0,26;0,00;0,00;0,29;0;1;0;9,81;6,39;0,03;1,00
234;2014;0,12;1,56;0,16;2015;0,26;0,00;0,01;0,00;0,00;0,10;1;1;0;9,83;3,16;0,10;1,00
234;2015;0,06;1,48;0,13;2016;0,28;0,00;0,03;0,00;0,00;0,10;1;1;0;9,82;0,68;0,05;1,00
235;2013;0,14;2,96;0,30;2014;0,35;0,39;0,22;0,40;0,00;0,01;1;1;1;10,56;0,49;0,14;1,00
235;2014;0,08;3,03;0,17;2015;0,43;0,02;0,11;0,00;0,00;0,10;1;1;1;10,54;0,71;0,08;1,00
235;2015;0,06;3,28;0,14;2016;0,56;0,13;0,13;0,00;0,00;0,10;1;1;1;10,58;0,68;0,06;1,00
236;2013;0,13;2,06;0,32;2014;0,37;0,26;0,23;0,00;0,00;1,00;1;0;0;9,60;1,17;0,17;7,00
236;2014;0,13;1,94;0,48;2015;0,33;0,06;0,04;0,00;0,00;0,13;1;0;0;9,67;3,40;0,18;7,00
236;2015;0,16;1,94;0,38;2016;0,26;0,00;0,03;0,00;0,00;0,13;1;0;0;9,74;0,89;0,20;7,00
237;2013;0,09;1,05;0,17;2014;0,10;0,00;0,00;0,00;0,00;0,52;0;0;0;10,56;0,59;0,18;5,00
237;2014;0,07;0,96;0,17;2015;0,26;0,00;0,12;0,00;0,00;0,14;0;0;0;10,74;1,13;0,17;5,00
237;2015;0,04;0,89;0,08;2016;0,39;0,10;0,15;0,00;0,00;0,14;0;0;0;10,74;0,50;0,10;5,00
238;2013;0,03;3,88;0,15;2014;0,16;0,00;0,00;0,00;0,00;0,78;0;0;0;9,64;0,56;0,01;4,00
238;2014;0,03;4,42;0,19;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;9,67;0,99;0,01;4,00
238;2015;0,04;4,12;0,23;2016;0,12;0,00;0,02;0,00;0,00;0,10;0;0;0;9,71;0,87;0,01;4,00
239;2013;0,20;1,05;0,12;2014;0,41;0,81;0,47;0,57;0,00;0,17;0;1;1;10,86;6,24;0,27;2,00
239;2014;0,21;1,15;7,27;2015;0,56;0,08;0,09;0,09;0,00;0,10;1;1;1;10,82;0,50;0,30;2,00
239;2015;0,19;1,39;26,06;2016;0,59;0,09;0,10;0,11;0,00;0,10;1;1;1;10,80;0,52;0,27;2,00
240;2013;0,00;0,07;0,05;2014;0,62;0,59;0,92;0,96;0,82;0,15;0;1;1;11,95;0,35;0,05;4,00
240;2014;0,01;0,08;0,09;2015;0,75;0,09;0,12;0,09;0,09;0,16;1;1;1;11,96;0,27;0,08;4,00
240;2015;0,01;0,07;0,07;2016;0,76;0,09;0,12;0,10;0,10;0,16;1;1;1;11,94;0,31;0,07;4,00
241;2013;0,08;;0,12;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,25;0,02;0,04;3,00
241;2014;0,04;;0,07;2015;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;9,32;0,23;0,02;3,00
241;2015;0,02;;0,03;2016;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;9,32;0,22;0,01;3,00
242;2013;-0,01;0,94;-0,04;2014;0,50;0,61;0,44;0,44;0,43;0,80;0;1;0;10,42;3,18;-0,02;1,00
242;2014;-0,01;0,89;-0,03;2015;0,53;0,06;0,08;0,06;0,06;0,07;1;1;1;10,43;3,16;-0,01;1,00
242;2015;-0,02;0,99;-0,08;2016;0,51;0,08;0,09;0,04;0,06;0,04;1;1;1;10,40;2,42;-0,05;1,00
243;2013;0,04;1,32;0,08;2014;0,30;0,09;0,05;0,07;0,09;1,00;0;0;1;9,93;0,48;0,05;1,00
243;2014;0,06;1,41;0,12;2015;0,23;0,00;0,02;0,01;0,01;0,14;0;0;1;9,92;0,32;0,07;1,00
243;2015;0,06;1,53;0,13;2016;0,30;0,00;0,02;0,01;0,02;0,14;0;1;1;10,00;0,25;0,08;1,00
244;2013;0,19;;0,61;2014;0,49;0,69;0,39;0,59;0,00;0,68;0;1;1;9,54;3,46;0,15;2,00
244;2014;0,19;;0,29;2015;0,75;0,09;0,13;0,12;0,11;0,10;1;1;1;9,58;2,62;0,16;2,00
244;2015;0,17;;0,28;2016;0,53;0,10;0,13;0,00;0,00;0,10;1;1;1;9,60;5,23;0,16;2,00
245;2013;0,09;2,19;0,22;2014;0,78;0,86;0,77;0,79;0,41;1,00;1;1;0;9,65;0,53;0,09;2,00
245;2014;0,10;2,33;0,23;2015;0,67;0,12;0,11;0,13;0,06;0,10;1;1;0;9,64;0,57;0,10;2,00
245;2015;0,09;2,65;0,24;2016;0,68;0,15;0,10;0,11;0,07;0,10;1;1;0;9,65;0,63;0,09;2,00
246;2013;0,02;0,28;0,05;2014;0,27;0,00;0,10;0,00;0,00;1,00;0;0;1;10,38;0,34;0,07;4,00
246;2014;0,01;0,28;0,04;2015;0,28;0,00;0,02;0,00;0,00;0,16;0;1;1;10,40;0,30;0,06;4,00
246;2015;0,02;0,36;0,08;2016;0,29;0,00;0,03;0,00;0,00;0,16;0;1;1;10,40;0,29;0,11;4,00
247;2013;0,08;1,57;0,19;2014;0,34;0,08;0,17;0,00;0,00;1,00;0;1;1;10,23;0,33;0,11;4,00
247;2014;0,08;1,82;0,19;2015;0,36;0,00;0,02;0,00;0,00;0,14;1;1;1;10,25;0,48;0,11;4,00
247;2015;0,09;1,76;0,24;2016;0,37;0,01;0,02;0,00;0,00;0,14;1;1;1;10,26;0,68;0,12;4,00
248;2013;0,14;2,75;0,26;2014;0,33;0,15;0,16;0,10;0,95;0,11;0;1;1;10,53;0,25;0,15;6,00
248;2014;0,15;3,56;0,31;2015;0,42;0,03;0,03;0,03;0,02;0,11;1;1;1;10,50;0,52;0,16;6,00
248;2015;0,15;2,94;0,38;2016;0,49;0,06;0,04;0,05;0,03;0,11;1;1;1;10,51;0,75;0,16;6,00
249;2013;0,25;;0,39;2014;0,10;0,00;0,00;0,00;0,00;0,51;0;0;0;9,15;0,00;0,15;2,00
249;2014;0,27;;0,37;2015;0,07;0,00;0,00;0,00;0,00;0,07;0;0;0;9,29;0,00;0,20;2,00
249;2015;0,11;;0,14;2016;0,08;0,00;0,01;0,00;0,00;0,07;0;0;0;9,75;0,00;0,20;2,00
250;2013;0,13;2,61;1,24;2014;0,50;0,63;0,72;0,73;0,61;0,00;0;1;1;10,54;3,40;0,19;2,00
250;2014;0,15;3,25;1,42;2015;0,47;0,08;0,12;0,05;0,12;0,01;0;1;1;10,54;4,55;0,21;2,00
250;2015;0,16;4,10;1,78;2016;0,48;0,12;0,13;0,03;0,10;0,01;0;1;1;10,51;4,50;0,21;2,00
251;2013;0,11;2,36;0,19;2014;0,52;0,61;0,59;0,39;0,80;0,04;1;1;0;10,38;0,24;0,17;8,00
251;2014;0,11;2,62;0,24;2015;0,62;0,09;0,06;0,09;0,11;0,07;1;1;1;10,37;1,02;0,17;8,00
251;2015;0,08;2,24;0,27;2016;0,75;0,12;0,09;0,13;0,13;0,07;1;1;1;10,33;2,23;0,13;8,00
252;2013;0,06;0,81;0,09;2014;0,66;0,85;0,50;0,33;0,18;0,89;1;1;1;10,29;0,27;0,12;8,00
252;2014;0,06;0,93;0,09;2015;0,41;0,02;0,05;0,02;0,01;0,10;1;1;1;10,26;0,35;0,11;8,00
252;2015;0,06;0,66;0,10;2016;0,39;0,03;0,05;0,02;0,00;0,10;1;1;1;10,24;0,40;0,11;8,00
253;2013;0,09;0,98;0,36;2014;0,29;0,33;0,24;0,00;0,15;0,40;1;0;0;10,45;0,67;0,13;3,00
253;2014;0,11;0,94;0,38;2015;0,31;0,05;0,07;0,00;0,08;0,01;1;0;0;10,48;1,24;0,22;3,00
253;2015;0,07;0,84;0,14;2016;0,32;0,05;0,08;0,00;0,09;0,01;1;0;0;10,63;0,90;0,11;3,00
254;2013;0,08;1,41;0,24;2014;0,27;0,24;0,28;0,20;0,20;0,15;0;1;1;11,02;0,61;0,03;5,00
254;2014;0,09;1,69;0,23;2015;0,56;0,02;0,04;0,06;0,10;0,14;1;1;1;10,99;0,90;0,04;5,00
254;2015;0,13;1,58;0,32;2016;0,56;0,04;0,04;0,05;0,09;0,14;1;1;1;11,01;0,29;0,04;5,00
255;2013;0,04;0,91;0,09;2014;0,35;0,24;0,43;0,00;0,00;0,50;1;1;0;10,55;0,50;0,10;3,00
255;2014;0,12;0,67;0,25;2015;0,25;0,03;0,06;0,00;0,00;0,01;1;1;0;10,56;0,44;0,28;3,00
255;2015;0,04;0,46;0,10;2016;0,24;0,03;0,05;0,00;0,00;0,01;1;1;0;10,51;0,59;0,11;3,00
256;2013;0,05;0,28;0,09;2014;0,31;0,17;0,35;0,00;0,84;0,05;0;1;1;11,92;0,33;0,12;4,00
256;2014;0,08;0,42;0,15;2015;0,50;0,04;0,04;0,00;0,12;0,10;1;1;1;11,90;0,25;0,27;4,00
256;2015;-0,06;0,41;-0,11;2016;0,37;0,00;0,07;0,00;0,00;0,10;1;1;1;11,90;0,39;0,16;4,00
257;2013;0,00;1,68;0,05;2014;0,53;0,35;0,42;0,57;0,82;0,02;1;1;1;11,19;2,35;0,09;7,00
257;2014;0,01;1,89;0,08;2015;0,60;0,05;0,03;0,06;0,08;0,18;1;1;1;11,24;2,27;0,16;7,00
257;2015;0,00;2,19;0,00;2016;0,71;0,02;0,14;0,08;0,10;0,15;1;1;1;11,26;2,80;0,13;7,00
258;2013;0,12;1,34;0,23;2014;0,51;0,59;0,54;0,66;0,67;0,45;0;0;1;10,07;0,20;0,22;7,00
258;2014;0,06;1,30;0,14;2015;0,38;0,01;0,02;0,00;0,01;0,14;1;1;1;10,02;0,53;0,13;7,00
258;2015;0,13;1,66;0,22;2016;0,44;0,04;0,02;0,01;0,03;0,14;1;1;1;9,92;0,16;0,21;7,00
259;2013;0,01;0,16;0,11;2014;0,34;0,15;0,12;0,00;0,00;0,74;1;1;0;10,93;0,49;0,23;4,00
259;2014;0,01;0,16;0,09;2015;0,25;0,00;0,01;0,00;0,00;0,08;1;1;0;10,99;0,81;0,22;4,00
259;2015;0,01;0,16;0,08;2016;0,28;0,00;0,03;0,00;0,00;0,10;1;1;0;11,09;0,71;0,21;4,00
260;2013;0,11;1,10;0,22;2014;0,24;0,17;0,13;0,00;0,00;0,70;0;0;1;10,30;0,46;0,16;7,00
260;2014;0,17;1,69;0,35;2015;0,20;0,00;0,02;0,00;0,00;0,13;0;0;1;10,35;0,39;0,22;7,00
260;2015;0,09;0,73;0,17;2016;0,21;0,00;0,03;0,00;0,00;0,13;0;0;1;10,39;0,51;0,14;7,00
261;2013;0,12;1,71;0,18;2014;0,47;0,39;0,42;0,45;0,53;1,00;0;0;0;9,60;0,20;0,19;7,00
261;2014;0,09;2,01;0,14;2015;0,42;0,06;0,06;0,06;0,06;0,13;0;0;1;9,64;0,41;0,14;7,00
261;2015;0,05;2,49;0,09;2016;0,42;0,06;0,07;0,05;0,07;0,13;0;0;1;9,63;0,44;0,09;7,00
262;2013;0,05;1,45;0,21;2014;0,16;0,00;0,00;0,00;0,00;0,82;0;0;0;10,18;2,58;0,09;5,00
262;2014;0,06;1,63;0,28;2015;0,14;0,00;0,00;0,00;0,00;0,14;0;0;0;10,20;1,76;0,12;5,00
262;2015;0,04;1,37;0,09;2016;0,20;0,00;0,06;0,00;0,00;0,14;0;0;0;10,35;0,64;0,09;5,00
263;2013;0,05;1,47;0,11;2014;0,36;0,65;0,30;0,50;0,00;0,49;0;1;0;10,29;0,50;0,20;3,00
263;2014;0,06;1,01;0,12;2015;0,23;0,05;0,06;0,06;0,00;0,01;0;1;0;10,35;0,59;0,24;3,00
263;2015;-0,10;0,89;-0,22;2016;0,13;0,00;0,07;0,00;0,00;0,01;0;1;0;10,38;0,77;-0,78;3,00
264;2013;-0,09;0,93;-0,21;2014;0,33;0,10;0,18;0,14;0,00;0,85;1;0;0;10,84;0,61;0,13;11,00
264;2014;0,02;0,99;0,05;2015;0,38;0,01;0,05;0,03;0,00;0,14;1;1;0;10,87;0,63;0,07;11,00
264;2015;0,01;0,94;0,02;2016;0,38;0,04;0,06;0,02;0,00;0,12;1;1;0;10,92;0,54;0,03;11,00
265;2013;0,02;0,62;0,10;2014;0,26;0,12;0,13;0,05;0,03;0,07;1;1;1;10,39;0,37;0,03;8,00
265;2014;0,04;0,51;0,16;2015;0,33;0,04;0,05;0,01;0,01;0,02;1;1;1;10,40;0,48;0,05;8,00
265;2015;0,01;0,47;0,06;2016;0,35;0,04;0,06;0,02;0,02;0,02;1;1;1;10,40;1,07;0,02;8,00
266;2013;0,17;3,98;0,26;2014;0,09;0,00;0,00;0,00;0,00;0,43;0;0;0;9,73;0,11;0,11;1,00
266;2014;0,16;2,88;0,27;2015;0,21;0,00;0,00;0,00;0,00;0,16;0;0;1;9,85;0,09;0,10;1,00
266;2015;0,17;4,84;0,28;2016;0,25;0,00;0,10;0,00;0,00;0,10;0;0;1;10,01;0,15;0,12;1,00
267;2013;0,05;3,46;0,13;2014;0,70;0,89;0,62;0,92;0,80;0,06;1;1;1;10,25;1,13;0,13;1,00
267;2014;0,02;4,06;0,07;2015;0,62;0,02;0,03;0,11;0,12;0,13;1;1;1;10,28;1,28;0,06;1,00
267;2015;0,04;4,59;0,12;2016;0,82;0,12;0,11;0,14;0,12;0,13;1;1;1;10,35;1,59;0,09;1,00
268;2013;0,07;;0,20;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,19;0,56;0,08;6,00
268;2014;0,08;;0,22;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;10,19;0,82;0,09;6,00
268;2015;0,08;;0,33;2016;0,16;0,00;0,06;0,00;0,00;0,10;0;0;0;10,18;1,16;0,08;6,00
269;2013;0,03;-0,78;0,28;2014;0,18;0,00;0,00;0,00;0,00;0,89;0;0;0;13,91;0,07;0,92;4,00
269;2014;-0,01;-0,82;-0,08;2015;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;10,95;0,10;0,00;4,00
269;2015;0,00;-0,72;0,03;2016;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;10,88;0,26;0,59;4,00
270;2013;0,07;1,03;0,11;2014;0,38;0,35;0,36;0,00;0,51;0,00;1;1;1;10,42;0,14;0,10;6,00
270;2014;0,07;1,26;0,12;2015;0,43;0,10;0,06;0,00;0,00;0,07;1;1;1;10,42;0,15;0,12;6,00
270;2015;-0,03;1,63;-0,04;2016;0,25;0,00;0,03;0,00;0,00;0,02;1;1;1;10,39;0,24;0,08;6,00
271;2013;0,06;0,79;0,18;2014;0,12;0,00;0,00;0,00;0,00;0,08;1;0;0;10,54;0,79;0,17;3,00
271;2014;0,06;0,65;0,16;2015;0,12;0,00;0,00;0,00;0,00;0,02;1;0;0;10,53;0,72;0,17;3,00
271;2015;0,05;0,35;0,13;2016;0,20;0,00;0,08;0,00;0,00;0,02;1;0;0;10,43;0,77;0,15;3,00
272;2013;-0,09;;-0,23;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,07;1,05;-0,17;7,00
272;2014;-0,14;6,84;-0,44;2015;0,17;0,00;0,00;0,00;0,00;0,17;0;0;0;9,15;1,05;-0,26;7,00
272;2015;-0,12;7,77;-0,40;2016;0,20;0,00;0,03;0,00;0,00;0,17;0;0;0;9,26;0,84;-0,20;7,00
273;2013;0,01;1,13;0,09;2014;0,32;0,29;0,46;0,00;0,00;0,52;0;1;1;10,51;0,79;0,18;6,00
273;2014;0,01;1,26;0,10;2015;0,59;0,05;0,05;0,00;0,11;0,18;1;1;1;10,52;0,72;0,19;6,00
273;2015;0,01;1,01;0,11;2016;0,52;0,01;0,05;0,00;0,08;0,18;1;1;1;10,53;0,77;0,20;6,00
274;2013;0,03;-0,13;0,06;2014;0,35;0,21;0,37;0,28;0,00;0,84;0;0;1;11,01;0,57;0,03;4,00
274;2014;0,05;;0,09;2015;0,23;0,05;0,03;0,00;0,00;0,10;0;0;1;11,04;0,56;0,03;4,00
274;2015;0,02;;0,05;2016;0,18;0,00;0,03;0,00;0,00;0,10;0;0;1;11,07;0,59;0,02;4,00
275;2013;0,08;1,11;0,10;2014;0,15;0,00;0,00;0,00;0,00;0,73;0;0;0;10,18;0,57;0,11;8,00
275;2014;0,08;1,00;0,14;2015;0,08;0,00;0,00;0,00;0,00;0,08;0;0;0;10,19;0,33;0,13;8,00
275;2015;0,08;0,89;0,14;2016;0,13;0,00;0,05;0,00;0,00;0,08;0;0;0;10,15;0,32;0,12;8,00
276;2013;0,08;1,00;0,23;2014;0,62;0,81;0,74;0,94;0,48;0,65;0;0;1;9,76;0,80;0,08;7,00
276;2014;0,06;1,10;0,19;2015;0,71;0,12;0,11;0,11;0,09;0,13;1;0;1;9,84;1,13;0,07;7,00
276;2015;0,05;1,63;0,20;2016;0,79;0,12;0,11;0,10;0,12;0,13;1;1;1;9,86;1,47;0,06;7,00
277;2013;0,09;1,65;0,24;2014;0,26;0,20;0,13;0,00;0,28;0,59;0;1;0;9,78;0,94;0,20;1,00
277;2014;0,18;1,82;0,53;2015;0,57;0,05;0,03;0,13;0,10;0,15;0;1;1;9,82;0,95;0,29;1,00
277;2015;0,05;1,92;0,15;2016;0,54;0,08;0,04;0,10;0,08;0,15;0;1;1;9,86;1,33;0,09;1,00
278;2013;0,03;1,27;0,04;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,00;0,87;0,26;4,00
278;2014;0,03;1,47;0,04;2015;0,13;0,00;0,00;0,00;0,00;0,13;0;0;0;10,04;0,95;0,24;4,00
278;2015;0,02;1,54;0,05;2016;0,22;0,00;0,09;0,00;0,00;0,13;0;0;0;10,07;0,79;0,25;4,00
279;2013;0,02;1,09;0,12;2014;0,28;0,00;0,52;0,00;0,00;1,00;0;0;0;10,25;3,85;0,02;3,00
279;2014;0,02;1,22;0,51;2015;0,28;0,00;0,12;0,00;0,00;0,06;1;0;0;10,18;12,15;0,03;3,00
279;2015;0,02;0,92;0,55;2016;0,26;0,00;0,11;0,00;0,00;0,05;1;0;0;10,19;27,17;0,03;3,00
