"";"Companies";"YearFinancialIndicator";"Industry";"Asset";"DebtRatio";"NetMargin";"ROA";"ROE";"TobinsQ";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"GreenReputation";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore"
"1116";374;2014;4;21248320000;1,99;0,3;0,04;0,15;1,19;0,03;0,02;0,04;0,1;0,14;0;0;0,05
"1117";374;2013;4;20097224000;1,82;0,14;0,02;0,07;1,1;0;0;0;0;0;0;0;0
"1118";375;2014;6;2345330000;5,22;0,23;0,15;0,72;4,95;0;0;0;0;0,16;0;0;0
"1119";375;2013;6;2504451000;2,32;0,22;0,14;0,8;4,88;0;0;0;0;0;0;0;0
"1120";375;2015;6;5615927000;1,67;0,25;0,1;0,48;2,89;0;0,01;0;0;0,16;0;0;0
"1121";376;2015;5;2498875000;0,79;-0,54;-0,23;-0,6;12,13;0;0,01;0;0;0,17;0;0;0
"1122";376;2014;5;2334679000;0,74;-1,27;-0,33;-0,64;11,92;0;0;0;0;0,17;0;0;0
"1123";376;2013;5;2319041000;0,36;-0,37;-0,18;-0,38;6,98;0;0;0;0;0,91;0;0;0
"1124";377;2014;4;21226171000;1,25;0,15;0,02;0,06;1,46;0;0,06;0;0;0,15;0,1;0,05;0,05
"1125";377;2015;4;22261918000;1,17;0,13;0,02;0,04;1,4;0;0,03;0;0;0,15;0,1;0,05;0,05
"1126";377;2013;4;19731494000;1,06;0,16;0,02;0,05;1,28;0;0,17;0;0;0,89;0;0;0
"1127";378;2014;10;2,32708e+11;8,99;0,08;0,04;0,68;1,3;0,1;0,06;0;0;0,16;0,1;0,05;0,05
"1128";378;2015;10;2,4464e+11;6,31;0,14;0,07;1,24;1,25;0,1;0,06;0,02;0;0,16;0,1;0,05;0,05
"1129";378;2013;10;2,74098e+11;2,31;0,1;0,05;0,33;0,68;0,58;0,41;0;0;0,28;0;0,05;0,05
"1130";379;2015;5;4268677000;0,74;0,23;0,12;0,24;2,29;0;0,04;0;0;0,15;0;0;0
"1131";379;2014;5;3877934000;0,67;0,03;0,05;0,1;2,16;0;0,06;0;0;0,15;0;0;0
"1132";379;2013;5;3582629000;0,22;0,04;0,08;0,14;2,12;0,92;0,52;0;0;1;0;0;0
"1133";380;2014;2;4,8612e+10;0,73;0,23;0,12;0,24;1,34;0;0,06;0;0;0,14;0,1;0;0
"1134";380;2015;2;4,8612e+10;0,71;0,25;0,16;0,35;1,47;0,08;0,08;0;0;0,14;0;0;0
"1135";380;2013;2;3,6481e+10;0,65;0,22;0,12;0,23;1,59;0,58;0,53;0,67;0;0,6;0,1;0;0
"1136";381;2015;7;2,35e+09;0,44;-0,31;-0,11;-0,21;5,68;0;0,07;0;0;0,19;0,1;0;0
"1137";381;2014;7;2,176e+09;0,4;-0,37;-0,11;-0,19;7,56;0;0;0;0;0,19;0,1;0;0
"1138";381;2013;7;9,5908e+11;0,02;-0,44;-0,2;-0,24;8,18;0,22;0,19;0;0;0,5;0,1;0;0
"1139";382;2014;7;1,5652e+10;0,25;0,1;0,1;0,18;1,49;0,01;0;0,03;0,13;0,11;0;0,05;0
"1140";382;2015;7;1,5261e+10;0,23;0,09;0,09;0,14;0,66;0,1;0,01;0,01;0,05;0,11;0;0,05;0
"1141";382;2013;7;1,5282e+10;0,19;0,07;0,07;0,13;1,17;0,64;0,31;0,2;0;1;0;0,05;0
"1142";383;2015;4;1,787632e+12;1,17;0,26;0,01;0,13;0,34;0,03;0,03;0,01;0,01;0,1;0,1;0,05;0,05
"1143";383;2014;4;1,687155e+12;1,11;0,26;0,01;0,13;0,3;0,02;0,03;0,01;0,02;0,1;0,1;0,05;0,05
"1144";383;2013;4;1,527015e+12;0,99;0,25;0,01;0,14;0,27;0,1;0,21;0;0;0,28;0,1;0,05;0,05
"1145";384;2015;2;5,741e+09;0,02;0,03;0,09;0,14;NA;0;0,04;0;0;0,13;0,1;0,05;0
"1146";384;2014;2;5,744e+09;0,02;0,04;0,1;0,15;NA;0,09;0,02;0,05;0,02;0,13;0,1;0,05;0
"1147";384;2013;2;5,538e+09;0,01;0,04;0,1;0,15;NA;0,55;0,18;0;0;0,43;0;0,05;0
"1148";385;2014;1;2,0002e+10;0,74;0,03;0,04;0,13;0,95;0,05;0,05;0,07;0,06;0,15;0,1;0,05;0
"1149";385;2015;1;1,901e+10;0,73;0,04;0,04;0,16;0,82;0;0,06;0;0;0,15;0,1;0,05;0
"1150";385;2013;1;1,5544e+10;0,37;0,04;0,05;0,18;0,88;0,14;0,25;0,3;0,38;0,24;0;0;0
"1151";386;2014;6;2,1412e+10;1,63;0,06;0,04;0,14;1,5;0;0,02;0;0;0,15;0,1;0,05;0,05
"1152";386;2015;6;2,0419e+10;1,44;0,06;0,04;0,13;1,61;0;0,02;0;0;0,13;0,1;0,05;0,05
"1153";386;2013;6;2,2603e+10;1,42;0,09;0,06;0,23;1,35;0,42;0,07;0,6;0;0,51;0,1;0,05;0,05
"1154";387;2015;3;4,902e+10;3,87;-0,08;-0,01;-0,08;0,9;0;0;0;0;0,05;0;0;0,05
"1155";387;2014;3;5,046e+10;2,38;0,28;0,05;0,31;1,09;0;0;0;0;0,01;0;0;0,05
"1156";387;2013;3;2,714e+10;2,33;0,06;0,02;0,09;1,4;0;0;0;0;0,52;0;0;0
"1157";388;2013;2;2,09876e+11;0,61;0,04;0,08;0,24;1,43;0,31;0,46;0,49;0;0,01;0;0,05;0,05
"1158";388;2014;2;2,07889e+11;0,56;0,03;0,08;0,21;1,41;0;0,07;0;0;0,12;0,1;0,05;0,05
"1159";388;2015;2;2,05144e+11;0,56;0,03;0,07;0,19;1,11;0;0,06;0;0;0,12;0,1;0,05;0,05
"1160";389;2013;7;10121300000;3,81;0,14;0,08;0,8;1,26;0;0;0;0;0,62;0;0,05;0
"1161";389;2014;7;9890400000;2,86;0,15;0,09;0,74;1,25;0,12;0;0,13;0;0,1;0,1;0,05;0
"1162";389;2015;7;9458900000;2,3;0,15;0,08;0,62;1,27;0;0,06;0;0;0,1;0,1;0,05;0
"1163";390;2015;4;1,2486e+10;1,11;0,07;0,04;0,09;1,44;0,01;0,02;0,03;0,03;0,14;0,1;0,05;0,05
"1164";390;2014;4;1,3457e+10;1,02;0,24;0,13;0,28;1,69;0,01;0,03;0,03;0,05;0,14;0,1;0,05;0,05
"1165";390;2013;4;1,4498e+10;0,8;0,07;0,04;0,1;1,55;0,08;0,19;0,17;0,35;0,22;0,1;0,05;0,05
"1166";391;2015;1;9,716e+09;5,22;0,22;0,06;0,6;1,4;0,08;0,09;0,05;0,04;0,12;0,1;0,05;0,05
"1167";391;2014;1;9,679e+09;3,82;0,1;0,05;0,37;1,57;0,06;0,08;0,04;0,02;0,12;0,1;0,05;0,05
"1168";391;2013;1;9,741e+09;2,84;0,09;0,04;0,26;1,43;0,39;0,62;0,36;0,2;0,91;0,1;0,05;0,05
"1169";392;2015;3;5243286000;0,53;-1,66;-0,36;-0,66;1,97;0;0,02;0;0;0,01;0;0;0
"1170";392;2014;3;8725293000;0,33;0,21;0,06;0,11;1,22;0;0;0;0;0,01;0;0;0
"1171";392;2013;3;7253135000;0,23;0,28;0,08;0,15;1,42;0;0;0;0;0,87;0;0;0
"1172";393;2015;11;39053535000;1,18;0,09;0,03;0,09;0,82;0,02;0,04;0;0,02;0,11;0,1;0,05;0,05
"1173";393;2013;11;33907490000;1,14;0,09;0,03;0,1;0,75;0,11;0,16;0;0,15;0,57;0,1;0,05;0,05
"1174";393;2014;11;36957884000;1,13;0,09;0,03;0,1;0,82;0,02;0,04;0;0,02;0,11;0,1;0,05;0,05
"1175";394;2015;7;4890350000;0,38;0,26;0,12;0,22;2,04;0;0,12;0;0;0,13;0,1;0,05;0
"1176";394;2014;7;4915204000;0,37;0,28;0,13;0,24;1,97;0;0,1;0;0;0,13;0,1;0,05;0
"1177";394;2013;7;5001801000;0,31;0,26;0,12;0,21;2,14;0,7;0,61;0;0;1;0;0,05;0
"1178";395;2015;3;3,36758e+11;0,12;0,06;0,05;0,09;0,99;0,06;0,09;0,09;0,13;0,02;0,1;0,05;0,05
"1179";395;2014;3;3,49493e+11;0,07;0,08;0,09;0,18;1,18;0,05;0,08;0,1;0,14;0,02;0,1;0,05;0,05
"1180";395;2013;3;3,46808e+11;0,04;0,08;0,09;0,19;1,32;0,29;0,5;0,56;0,41;0,04;0,1;0,05;0,05
"1181";396;2014;7;2,7658e+10;0,7;0,03;0,02;0,05;0,51;0,04;0,07;0,07;0,03;0,16;0,1;0,05;0,05
"1182";396;2015;7;2,4817e+10;0,65;0,05;0,04;0,1;0,47;0,05;0,07;0,07;0,07;0,16;0,1;0,05;0,05
"1183";396;2013;7;2,9036e+10;0,59;0,05;0,03;0,08;0,49;0,31;0,37;0,34;0,04;0,84;0,1;0,05;0
"1184";397;2013;7;16804959000;0,09;0,29;0,08;0,1;NA;0;0,02;0;0;0,8;0;0;0,05
"1185";397;2014;7;61960344000;0,06;1,63;0,2;0,3;NA;0;0,03;0;0;0,18;0,1;0;0,05
"1186";397;2015;7;45203966000;0,04;1,53;-0,09;-0,14;NA;0;0,03;0;0;0,18;0,1;0;0,05
"1187";398;2015;1;8,075e+09;3,35;0,1;0,16;0,86;3,28;0,06;0,06;0;0;0,1;0,1;0;0,05
"1188";398;2014;1;8,345e+09;1,99;0,08;0,12;0,49;3,19;0,05;0,05;0;0;0,1;0,1;0;0,05
"1189";398;2013;1;8,695e+09;1,35;0,08;0,12;0,49;3,17;0,29;0,32;0;0;0,25;0;0;0,05
"1190";399;2015;5;27219500000;1,18;0,02;0,01;0,02;1,03;0;0,09;0;0;0,15;0;0;0
"1191";399;2013;5;9580600000;0,27;0,16;0,08;0,13;1,5;0,94;0,51;0;0;0,64;0;0;0
"1192";399;2014;5;9634700000;0,23;0,15;0,08;0,11;1,8;0;0,1;0;0;0,15;0;0;0
