"";"Companies";"YearFinancialIndicator";"ROA";"TobinsQ";"ROE";"YearNewsWeekGR";"GreenScore";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"Green.Revenue";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry"
"1037";346;2014;0,04;1,43;0,09;2015;0,44;0,09;0,05;0;0;0,15;0,1;0;0,05;10,63;0,6;0,11;5
"1038";346;2015;0,05;1,63;0,1;2016;0,34;0;0,04;0;0;0,15;0,1;0;0,05;10,61;0,54;0,12;5
"1039";347;2013;0;0,81;0;2014;0,07;0;0;0;0;0,37;0;0;0;10,7;1,18;0;10
"1040";347;2014;0;0,67;0,02;2015;0,16;0;0;0;0;0,16;0;0;0;10,75;1,56;0,01;10
"1041";347;2015;0,01;0,84;0,04;2016;0,23;0;0,07;0;0;0,16;0;0;0;10,8;1,58;0,02;10
"1042";348;2013;0,06;1,21;0,12;2014;0,3;0,21;0,19;0;0;0,68;0;0,05;0,05;10,51;0,36;0,16;1
"1043";348;2014;0;1,33;0,01;2015;0,36;0;0,03;0;0;0,13;0,1;0,05;0,05;10,49;0,46;0,01;1
"1044";348;2015;0,06;1,29;0,13;2016;0,37;0;0,02;0,03;0;0,12;0,1;0,05;0,05;10,46;0,53;0,15;1
"1045";349;2013;0,14;7,94;0,25;2014;0;0;0;0;0;0;0;0;0;9,17;0,35;0,22;1
"1046";349;2014;0,12;5,43;0,22;2015;0,13;0;0;0;0;0,13;0;0;0;9,29;0,23;0,18;1
"1047";349;2015;0,09;5,65;0,15;2016;0,17;0;0,04;0;0;0,13;0;0;0;9,33;0,14;0,13;1
"1048";350;2013;0,21;NA;0,23;2014;0,27;0,37;0,38;0;0;0,52;0;0;0,05;9,7;0;0,3;4
"1049";350;2014;0,22;NA;0,23;2015;0,4;0,06;0,04;0,06;0,09;0,1;0;0;0,05;9,75;0;0,31;4
"1050";350;2015;0,22;NA;0,25;2016;0,4;0,09;0,05;0,02;0,09;0,1;0;0;0,05;9,71;0;0,29;4
"1051";351;2013;0,04;0,27;0,15;2014;0,34;0,46;0,22;0;0;0,45;0,1;0,05;0;11,02;0,25;0,14;4
"1052";351;2014;0,04;0,29;0,15;2015;0,33;0;0,02;0;0;0,16;0,1;0,05;0;11,01;0,26;0,13;4
"1053";351;2015;0,03;0,28;0,14;2016;0,35;0;0,04;0;0;0,16;0,1;0,05;0;11;0,27;0,13;4
"1054";352;2013;0,17;5,34;0,29;2014;0;0;0;0;0;0;0;0;0;9,28;0;0,06;1
"1055";352;2014;0,18;4,95;0,3;2015;0,1;0;0;0;0;0,1;0;0;0;9,31;0;0,06;1
"1056";352;2015;0,17;4,58;0,3;2016;0,16;0;0,06;0;0;0,1;0;0;0;9,37;0,16;0,07;1
"1057";353;2013;-0,04;7,66;-0,15;2014;0,08;0;0;0;0;0,39;0;0;0;9,38;0,9;-0,04;1
"1058";353;2014;-0,06;4,93;-0,32;2015;0,16;0;0;0;0;0,16;0;0;0;9,77;1,99;-0,09;1
"1059";353;2015;-0,13;3,92;-0,9;2016;0,21;0;0,05;0;0;0,16;0;0;0;9,91;1,87;-0,22;1
"1060";354;2013;0,07;0,9;0,14;2014;0,13;0;0,12;0,28;0;0,35;0;0;0;10,07;0,3;0,02;2
"1061";354;2014;0,05;0,84;0,12;2015;0,16;0;0,03;0,03;0;0,1;0;0;0;10,38;0,76;0,02;2
"1062";354;2015;0,05;1;0,13;2016;0,22;0,06;0,04;0,02;0;0,1;0;0;0;10,36;0,62;0,03;2
"1063";355;2013;0,04;NA;0,29;2014;0,08;0;0;0;0;0,41;0;0;0;10,68;3,35;0,09;1
"1064";355;2014;0,04;NA;0,27;2015;0,21;0;0;0;0;0,16;0;0;0,05;10,69;2,83;0,09;1
"1065";355;2015;0,04;NA;0,21;2016;0,23;0;0,02;0;0;0,16;0;0;0,05;10,69;2,5;0,08;1
"1066";356;2013;0,06;1,15;0,12;2014;0,39;0,73;0,59;0;0;0,72;0;0,05;0;10,83;0,67;0,12;1
"1067";356;2014;0,06;1,4;0,14;2015;0,29;0;0,09;0;0;0,16;0;0,05;0;10,8;0,87;0,14;1
"1068";356;2015;0,06;1,1;0,16;2016;0,23;0;0,02;0;0;0,16;0;0;0,05;10,81;1;0,14;1
"1069";357;2013;0,11;2,45;0,19;2014;0,42;0,27;0,17;0,27;0,58;0,86;0;0,05;0;10,28;0,38;0,17;7
"1070";357;2014;0,16;3,16;0,26;2015;0,35;0,04;0,02;0,06;0,08;0,1;0;0,05;0;10,25;0,35;0,21;7
"1071";357;2015;0,18;3,33;0,29;2016;0,35;0,05;0,02;0,04;0,08;0,13;0;0,05;0;10,21;0,31;0,23;7
"1072";358;2013;0,04;0,84;0,14;2014;0,48;0,36;0,27;0,35;0,7;0,4;0,1;0,05;0;10,11;0,73;0,04;6
"1073";358;2014;0,04;0,89;0,12;2015;0,39;0,02;0,02;0,02;0,11;0,07;0,1;0,05;0;10,17;0,78;0,04;6
"1074";358;2015;0,05;0,82;0,15;2016;0,42;0,02;0,02;0,04;0,11;0,08;0,1;0,05;0;10,17;0,72;0,05;6
"1075";359;2013;0,12;NA;0,17;2014;0;0;0;0;0;0;0;0;0;9,2;0,05;0,08;1
"1076";359;2014;0,11;NA;0,17;2015;0,12;0;0;0;0;0,12;0;0;0;9,32;0,19;0,08;1
"1077";359;2015;0,08;NA;0,16;2016;0,14;0;0,02;0;0;0,12;0;0;0;9,46;0,21;0,07;1
"1078";360;2013;0,02;0,74;0,38;2014;0,38;0,11;0,28;0;0,51;0,74;0;0,05;0,05;10,57;3,66;0,01;6
"1079";360;2014;0,03;1,09;0,37;2015;0,55;0,09;0,1;0,03;0,04;0,1;0,1;0,05;0,05;10,57;4,46;0,03;6
"1080";360;2015;0,18;0,86;1,29;2016;0,59;0,11;0,12;0,04;0,02;0,1;0,1;0,05;0,05;10,61;1,16;0,19;6
"1081";361;2013;0,06;1,3;0,15;2014;0;0;0;0;0;0;0;0;0;9,92;0,86;0,07;5
"1082";361;2014;0,07;1,53;0,17;2015;0,14;0;0;0;0;0,14;0;0;0;9,95;0,8;0,08;5
"1083";361;2015;0,06;1,51;0,17;2016;0,15;0;0,01;0;0;0,14;0;0;0;9,98;1,37;0,06;5
"1084";362;2013;0,07;1,18;0,18;2014;0,5;0,77;0,91;0;0;0,76;0;0,05;0,05;10,91;0,46;0,05;5
"1085";362;2014;0,07;1,38;0,17;2015;0,75;0,13;0,13;0,13;0,11;0,14;0;0,05;0,05;10,94;0,49;0,04;5
"1086";362;2015;0,06;1,34;0,18;2016;0,72;0,1;0,11;0,13;0,14;0,14;0;0,05;0,05;11,05;0,75;0,04;5
"1087";363;2013;0,01;0,15;0,1;2014;0,45;0,29;0,23;0,15;0,17;0,87;0,1;0;0,05;10,77;0,3;0,08;4
"1088";363;2014;0,01;0,14;0,05;2015;0,47;0,02;0,03;0,03;0,08;0,16;0,1;0;0,05;10,8;0,31;0,04;4
"1089";363;2015;0,01;0,14;0,1;2016;0,44;0,01;0,03;0,03;0,06;0,16;0,1;0;0,05;10,78;0,29;0,08;4
"1090";364;2013;0,12;2,81;0,98;2014;0,53;0,34;0,57;0,55;0,61;0,34;0,1;0;0,05;10,56;1,68;0,08;6
"1091";364;2014;0,08;3,05;0,62;2015;0,55;0,03;0,04;0,05;0,15;0,13;0,1;0;0,05;10,55;5,04;0,05;6
"1092";364;2015;0,13;2,46;2,1;2016;0,48;0,02;0,04;0,06;0,08;0,13;0,1;0;0,05;10,58;5,8;0,08;6
"1093";365;2013;0,02;0,32;0,16;2014;0,26;0,14;0,16;0;0;0,35;0,1;0,05;0;11,56;0,55;0,29;4
"1094";365;2014;0,02;0,34;0,15;2015;0,31;0,03;0,03;0;0;0,1;0,1;0,05;0;11,6;0,83;0,28;4
"1095";365;2015;0,01;0,31;0,14;2016;0,32;0,04;0,03;0;0;0,1;0,1;0,05;0;11,63;0,79;0,28;4
"1096";366;2013;0,07;1,3;0,19;2014;0,6;0,72;0,38;0,74;0,43;0,31;0,1;0,05;0,05;10,96;0,57;0,1;6
"1097";366;2014;0,08;1,25;0,26;2015;0,43;0;0,03;0,05;0,03;0,12;0,1;0,05;0,05;10,96;0,71;0,14;6
"1098";366;2015;0,06;1,1;0,21;2016;0,46;0;0,04;0,06;0,05;0,11;0,1;0,05;0,05;10,94;0,83;0,09;6
"1099";367;2013;0,14;3,79;0,19;2014;0,17;0,13;0,73;0;0;0,18;0;0;0;10,56;0;0,42;7
"1100";367;2014;0,15;4,05;0,2;2015;0,35;0,03;0,13;0;0;0,1;0,1;0;0;10,59;0;0,43;7
"1101";367;2015;0,15;3,32;0,23;2016;0,31;0;0,11;0;0;0,1;0,1;0;0;10,74;0,54;0,48;7
"1102";368;2013;0,12;2,58;0,22;2014;0,4;0,57;0,36;0;0;0,31;0,1;0,05;0,05;10,01;0,23;0,11;1
"1103";368;2014;0,13;3,18;0,22;2015;0,41;0,02;0,04;0,01;0,02;0,12;0,1;0,05;0,05;10,03;0,24;0,11;1
"1104";368;2015;0,1;2,67;0,2;2016;0,36;0;0,04;0;0;0,12;0,1;0,05;0,05;10,03;0,26;0,08;1
"1105";369;2013;0,11;1,6;0,42;2014;0,42;0,37;0,39;0,34;0,09;0,7;0,1;0;0;10,36;2,47;0,18;1
"1106";369;2014;0,1;1,81;0,6;2015;0,55;0,11;0,12;0,04;0,02;0,16;0,1;0;0;10,37;3,92;0,17;1
"1107";369;2015;0,08;1,28;0,6;2016;0,68;0,09;0,11;0,13;0,03;0,16;0,1;0;0,05;10,35;3,11;0,14;1
"1108";370;2013;0,06;NA;0,15;2014;0,14;0;0;0;0;0,47;0;0,05;0;10,67;0,32;0,02;3
"1109";370;2014;0,08;NA;0,18;2015;0,07;0;0;0;0;0,02;0;0,05;0;10,66;0,28;0,03;3
"1110";370;2015;0,09;NA;0,19;2016;0,16;0;0,09;0;0;0,02;0;0,05;0;10,65;0,35;0,05;3
"1111";371;2013;0,08;2,81;0,14;2014;0;0;0;0;0;0;0;0;0;10,09;0,08;0,16;7
"1112";371;2014;0,09;2,11;0,16;2015;0,19;0;0;0;0;0,19;0;0;0;10,18;0,07;0,19;7
"1113";371;2015;0,06;1,28;0,12;2016;0,21;0;0,02;0;0;0,19;0;0;0;10,2;0,2;0,15;7
"1114";372;2013;0,02;1,1;0,07;2014;0;0;0;0;0;0;0;0;0;10,3;1,82;0,14;4
"1115";372;2014;0,04;1,19;0,15;2015;0,38;0,03;0,02;0,04;0,1;0,14;0;0;0,05;10,33;1,99;0,3;4
"1116";372;2015;0,04;1,18;0,13;2016;0,38;0,02;0,02;0,06;0,08;0,14;0;0;0,05;10,33;2,05;0,27;4
"1117";373;2013;0,14;4,88;0,8;2014;0;0;0;0;0;0;0;0;0;9,4;2,32;0,22;6
"1118";373;2014;0,15;4,95;0,72;2015;0,16;0;0;0;0;0,16;0;0;0;9,37;5,22;0,23;6
"1119";373;2015;0,1;2,89;0,48;2016;0,17;0;0,01;0;0;0,16;0;0;0;9,75;1,67;0,25;6
"1120";374;2013;-0,18;6,98;-0,38;2014;0,18;0;0;0;0;0,91;0;0;0;9,37;0,36;-0,37;5
"1123";375;2013;0,02;1,28;0,05;2014;0,2;0;0,17;0;0;0,89;0;0;0;10,3;1,06;0,16;4
"1124";375;2014;0,02;1,46;0,06;2015;0,4;0;0,06;0;0;0,15;0,1;0,05;0,05;10,33;1,25;0,15;4
"1125";375;2015;0,02;1,4;0,04;2016;0,38;0;0,03;0;0;0,15;0,1;0,05;0,05;10,35;1,17;0,13;4
"1126";376;2013;0,05;0,68;0,33;2014;0,3;0,58;0,41;0;0;0,28;0;0,05;0,05;11,44;2,31;0,1;10
"1127";376;2014;0,04;1,3;0,68;2015;0,52;0,1;0,06;0;0;0,16;0,1;0,05;0,05;11,37;8,99;0,08;10
"1128";376;2015;0,07;1,25;1,24;2016;0,54;0,1;0,06;0,02;0;0,16;0,1;0,05;0,05;11,39;6,31;0,14;10
"1129";377;2013;0,08;2,12;0,14;2014;0,42;0,92;0,52;0;0;1;0;0;0;9,55;0,22;0,04;5
"1130";377;2014;0,05;2,16;0,1;2015;0,21;0;0,06;0;0;0,15;0;0;0;9,59;0,67;0,03;5
"1131";377;2015;0,12;2,29;0,24;2016;0,19;0;0,04;0;0;0,15;0;0;0;9,63;0,74;0,23;5
"1132";378;2013;0,12;1,59;0,23;2014;0,49;0,58;0,53;0,67;0;0,6;0,1;0;0;10,56;0,65;0,22;2
"1133";378;2014;0,12;1,34;0,24;2015;0,3;0;0,06;0;0;0,14;0,1;0;0;10,69;0,73;0,23;2
"1134";378;2015;0,16;1,47;0,35;2016;0,31;0,08;0,08;0;0;0,14;0;0;0;10,69;0,71;0,25;2
"1136";379;2014;-0,11;7,56;-0,19;2015;0,29;0;0;0;0;0,19;0,1;0;0;9,34;0,4;-0,37;7
"1137";379;2015;-0,11;5,68;-0,21;2016;0,36;0;0,07;0;0;0,19;0,1;0;0;9,37;0,44;-0,31;7
"1138";380;2013;0,07;1,17;0,13;2014;0,42;0,64;0,31;0,2;0;1;0;0,05;0;10,18;0,19;0,07;7
"1139";380;2014;0,1;1,49;0,18;2015;0,34;0,01;0;0,03;0,13;0,11;0;0,05;0;10,19;0,25;0,1;7
"1140";380;2015;0,09;0,66;0,14;2016;0,33;0,1;0,01;0,01;0,05;0,11;0;0,05;0;10,18;0,23;0,09;7
"1141";381;2013;0,01;0,27;0,14;2014;0,3;0,1;0,21;0;0;0,28;0,1;0,05;0,05;12,18;0,99;0,25;4
"1142";381;2014;0,01;0,3;0,13;2015;0,38;0,02;0,03;0,01;0,02;0,1;0,1;0,05;0,05;12,23;1,11;0,26;4
"1143";381;2015;0,01;0,34;0,13;2016;0,38;0,03;0,03;0,01;0,01;0,1;0,1;0,05;0,05;12,25;1,17;0,26;4
"1144";382;2013;0,1;NA;0,15;2014;0,25;0,55;0,18;0;0;0,43;0;0,05;0;9,74;0,01;0,04;2
"1145";382;2014;0,1;NA;0,15;2015;0,45;0,09;0,02;0,05;0,02;0,13;0,1;0,05;0;9,76;0,02;0,04;2
"1146";382;2015;0,09;NA;0,14;2016;0,32;0;0,04;0;0;0,13;0,1;0,05;0;9,76;0,02;0,03;2
"1147";383;2013;0,05;0,88;0,18;2014;0,21;0,14;0,25;0,3;0,38;0,24;0;0;0;10,19;0,37;0,04;1
"1148";383;2014;0,04;0,95;0,13;2015;0,53;0,05;0,05;0,07;0,06;0,15;0,1;0,05;0;10,3;0,74;0,03;1
"1149";383;2015;0,04;0,82;0,16;2016;0,36;0;0,06;0;0;0,15;0,1;0,05;0;10,28;0,73;0,04;1
"1150";384;2013;0,06;1,35;0,23;2014;0,47;0,42;0,07;0,6;0;0,51;0,1;0,05;0,05;10,35;1,42;0,09;6
"1151";384;2014;0,04;1,5;0,14;2015;0,37;0;0,02;0;0;0,15;0,1;0,05;0,05;10,33;1,63;0,06;6
"1152";384;2015;0,04;1,61;0,13;2016;0,36;0;0,02;0;0;0,13;0,1;0,05;0,05;10,31;1,44;0,06;6
"1153";385;2013;0,02;1,4;0,09;2014;0,1;0;0;0;0;0,52;0;0;0;10,43;2,33;0,06;3
"1154";385;2014;0,05;1,09;0,31;2015;0,06;0;0;0;0;0,01;0;0;0,05;10,7;2,38;0,28;3
"1155";385;2015;-0,01;0,9;-0,08;2016;0,1;0;0;0;0;0,05;0;0;0,05;10,69;3,87;-0,08;3
"1156";386;2013;0,08;1,43;0,24;2014;0,29;0,31;0,46;0,49;0;0,01;0;0,05;0,05;11,32;0,61;0,04;2
"1157";386;2014;0,08;1,41;0,21;2015;0,39;0;0,07;0;0;0,12;0,1;0,05;0,05;11,32;0,56;0,03;2
"1158";386;2015;0,07;1,11;0,19;2016;0,38;0;0,06;0;0;0,12;0,1;0,05;0,05;11,31;0,56;0,03;2
"1159";387;2013;0,08;1,26;0,8;2014;0,17;0;0;0;0;0,62;0;0,05;0;10,01;3,81;0,14;7
"1160";387;2014;0,09;1,25;0,74;2015;0,5;0,12;0;0,13;0;0,1;0,1;0,05;0;10;2,86;0,15;7
"1161";387;2015;0,08;1,27;0,62;2016;0,31;0;0,06;0;0;0,1;0,1;0,05;0;9,98;2,3;0,15;7
"1162";388;2013;0,04;1,55;0,1;2014;0,36;0,08;0,19;0,17;0,35;0,22;0,1;0,05;0,05;10,16;0,8;0,07;4
"1163";388;2014;0,13;1,69;0,28;2015;0,45;0,01;0,03;0,03;0,05;0,14;0,1;0,05;0,05;10,13;1,02;0,24;4
"1164";388;2015;0,04;1,44;0,09;2016;0,43;0,01;0,02;0,03;0,03;0,14;0,1;0,05;0,05;10,1;1,11;0,07;4
"1165";389;2013;0,04;1,43;0,26;2014;0,62;0,39;0,62;0,36;0,2;0,91;0,1;0,05;0,05;9,99;2,84;0,09;1
"1166";389;2014;0,05;1,57;0,37;2015;0,53;0,06;0,08;0,04;0,02;0,12;0,1;0,05;0,05;9,99;3,82;0,1;1
"1167";389;2015;0,06;1,4;0,6;2016;0,58;0,08;0,09;0,05;0,04;0,12;0,1;0,05;0,05;9,99;5,22;8,62;1
"1168";390;2013;0,08;1,42;0,15;2014;0,18;0;0;0;0;0,87;0;0;0;9,86;0,23;0,28;3
"1169";390;2014;0,06;1,22;0,11;2015;0,01;0;0;0;0;0,01;0;0;0;9,94;0,33;0,21;3
"1170";390;2015;-0,36;1,97;-0,66;2016;0,03;0;0,02;0;0;0,01;0;0;0;9,72;0,53;-1,66;3
"1171";391;2013;0,03;0,75;0,1;2014;0,38;0,11;0,16;0;0,15;0,57;0,1;0,05;0,05;10,53;1,14;0,09;11
"1172";391;2014;0,03;0,82;0,1;2015;0,4;0,02;0,04;0;0,02;0,11;0,1;0,05;0,05;10,57;1,13;0,09;11
"1173";391;2015;0,03;0,82;0,09;2016;0,39;0,02;0,04;0;0,02;0,11;0,1;0,05;0,05;10,59;1,18;0,09;11
"1174";392;2013;0,12;2,14;0,21;2014;0,45;0,7;0,61;0;0;1;0;0,05;0;9,7;0,31;0,26;7
"1175";392;2014;0,13;1,97;0,24;2015;0,38;0;0,1;0;0;0,13;0,1;0,05;0;9,69;0,37;0,28;7
"1176";392;2015;0,12;2,04;0,22;2016;0,4;0;0,12;0;0;0,13;0,1;0,05;0;9,69;0,38;0,26;7
"1177";393;2013;0,09;1,32;0,19;2014;0,47;0,29;0,5;0,56;0,41;0,04;0,1;0,05;0,05;11,54;0,04;0,08;3
"1178";393;2014;0,09;1,18;0,18;2015;0,58;0,05;0,08;0,1;0,14;0,02;0,1;0,05;0,05;11,54;0,07;0,08;3
"1179";393;2015;0,05;0,99;0,09;2016;0,59;0,06;0,09;0,09;0,13;0,02;0,1;0,05;0,05;11,53;0,12;0,06;3
"1180";394;2013;0,03;0,49;0,08;2014;0,48;0,31;0,37;0,34;0,04;0,84;0,1;0,05;0;10,46;0,59;0,05;7
"1181";394;2014;0,02;0,51;0,05;2015;0,58;0,04;0,07;0,07;0,03;0,16;0,1;0,05;0,05;10,44;0,7;0,03;7
"1182";394;2015;0,04;0,47;0,1;2016;0,63;0,05;0,07;0,07;0,07;0,16;0,1;0,05;0,05;10,39;0,65;0,05;7
"1183";395;2013;0,08;NA;0,1;2014;0,21;0;0,02;0;0;0,8;0;0;0,05;10,23;0,09;0,29;7
"1184";395;2014;0,2;NA;0,3;2015;0,36;0;0,03;0;0;0,18;0,1;0;0,05;10,79;0,06;1,63;7
"1185";395;2015;-0,09;NA;-0,14;2016;0,36;0;0,03;0;0;0,18;0,1;0;0,05;10,66;0,04;1,53;7
"1186";396;2013;0,12;3,17;0,49;2014;0,19;0,29;0,32;0;0;0,25;0;0;0,05;9,94;1,35;0,08;1
"1187";396;2014;0,12;3,19;0,49;2015;0,35;0,05;0,05;0;0;0,1;0,1;0;0,05;9,92;1,99;0,08;1
"1188";396;2015;0,16;3,28;0,86;2016;0,37;0,06;0,06;0;0;0,1;0,1;0;0,05;9,91;3,35;0,1;1
"1189";397;2013;0,08;1,5;0,13;2014;0,34;0,94;0,51;0;0;0,64;0;0;0;9,98;0,27;0,16;5
"1190";397;2014;0,08;1,8;0,11;2015;0,25;0;0,1;0;0;0,15;0;0;0;9,98;0,23;0,15;5
"1191";397;2015;0,01;1,03;0,02;2016;0,24;0;0,09;0;0;0,15;0;0;0;10,43;1,18;0,02;5
