"Day" "Month" "Year" "Ticker" "RD"
"2143" "30" "06" "2013" "ZBH" "
                
                    54.90M
                
            "
"2144" "30" "06" "2012" "NEM" "
                
                    82.00M
                
            "
"2146" "30" "06" "2015" "BAX" "
                
                    151.00M
                
            "
"2147" "30" "06" "2012" "ZBH" "
                
                    57.20M
                
            "
"2149" "30" "06" "2014" "CMI" "
                
                    179.00M
                
            "
"2150" "30" "06" "2014" "BAX" "
                
                    322.00M
                
            "
"2153" "30" "06" "2013" "CMI" "
                
                    177.00M
                
            "
"2154" "30" "06" "2013" "BAX" "
                
                    273.00M
                
            "
"2155" "30" "06" "2016" "ISRG" "
                
                    54.70M
                
            "
"2158" "30" "06" "2013" "LRCX" "
                
                    180.22M
                
            "
"2159" "30" "06" "2015" "ISRG" "
                
                    49.40M
                
            "
"2163" "30" "06" "2014" "ISRG" "
                
                    40.20M
                
            "
"2167" "30" "06" "2013" "ISRG" "
                
                    41.20M
                
            "
"2171" "30" "06" "2015" "ATVI" "
                
                    149.00M
                
            "
"2174" "30" "06" "2015" "MSI" "
                
                    156.00M
                
            "
"2175" "30" "06" "2014" "ATVI" "
                
                    112.00M
                
            "
"2177" "30" "06" "2014" "MSI" "
                
                    176.00M
                
            "
"2179" "30" "06" "2013" "ATVI" "
                
                    123.00M
                
            "
"2183" "30" "06" "2012" "ATVI" "
                
                    145.00M
                
            "
"2185" "30" "06" "2012" "MSI" "
                
                    269.00M
                
            "
"2187" "30" "06" "2014" "NFLX" "
                
